,Unique_ID,,coral_tag,Sum,ASV2,ASV3,ASV5,ASV7,ASV9,ASV14,ASV15,ASV16,ASV17,ASV20,ASV21,ASV25,ASV26,ASV27,ASV29,ASV31,ASV34,ASV38,ASV39,ASV43,ASV46,ASV51,ASV59,ASV61,ASV64,ASV65,ASV70,ASV74,ASV79,ASV81,ASV82,ASV83,ASV84,ASV87,ASV89,ASV90,ASV92,ASV95,ASV97,ASV100,ASV105,ASV108,ASV111,ASV114,ASV122,ASV123,ASV127,ASV128,ASV130,ASV131,ASV132,ASV141,ASV142,ASV145,ASV148,ASV152,ASV156,ASV169,ASV172,ASV176,ASV182,ASV199,ASV202,ASV217,ASV220,ASV227,ASV229,ASV230,ASV232,ASV241,ASV253,ASV260,ASV267,ASV270,ASV277,ASV285,ASV295,ASV298,ASV299,ASV303,ASV309,ASV310,ASV312,ASV316,ASV318,ASV326,ASV330,ASV331,ASV346,ASV349,ASV350,ASV373,ASV374,ASV382,ASV385,ASV387,ASV405,ASV413,ASV415,ASV417,ASV422,ASV431,ASV444,ASV446,ASV450,ASV457,ASV459,ASV461,ASV470,ASV476,ASV477,ASV479,ASV497,ASV500,ASV502,ASV505,ASV508,ASV512,ASV513,ASV515,ASV518,ASV523,ASV526,ASV527,ASV528,ASV537,ASV542,ASV549,ASV553,ASV555,ASV567,ASV569,ASV574,ASV582,ASV589,ASV595,ASV597,ASV601,ASV606,ASV609,ASV610,ASV619,ASV620,ASV630,ASV635,ASV636,ASV642,ASV645,ASV646,ASV663,ASV664,ASV665,ASV667,ASV670,ASV671,ASV673,ASV674,ASV675,ASV688,ASV690,ASV692,ASV703,ASV709,ASV710,ASV714,ASV720,ASV722,ASV728,ASV730,ASV731,ASV732,ASV736,ASV738,ASV740,ASV747,ASV756,ASV757,ASV763,ASV765,ASV766,ASV767,ASV769,ASV771,ASV779,ASV781,ASV783,ASV784,ASV786,ASV787,ASV788,ASV792,ASV795,ASV809,ASV816,ASV819,ASV825,ASV831,ASV832,ASV834,ASV837,ASV840,ASV843,ASV845,ASV846,ASV847,ASV850,ASV851,ASV854,ASV855,ASV857,ASV864,ASV867,ASV873,ASV879,ASV881,ASV882,ASV883,ASV884,ASV889,ASV896,ASV897,ASV902,ASV905,ASV907,ASV912,ASV913,ASV916,ASV943,ASV945,ASV947,ASV950,ASV957,ASV959,ASV965,ASV971,ASV977,ASV978,ASV981,ASV982,ASV986,ASV991,ASV992,ASV999,ASV1001,ASV1005,ASV1017,ASV1022,ASV1025,ASV1033,ASV1035,ASV1038,ASV1040,ASV1048,ASV1049,ASV1053,ASV1055,ASV1057,ASV1058,ASV1059,ASV1068,ASV1073,ASV1076,ASV1077,ASV1080,ASV1081,ASV1083,ASV1086,ASV1087,ASV1091,ASV1094,ASV1095,ASV1097,ASV1099,ASV1100,ASV1101,ASV1103,ASV1109,ASV1110,ASV1111,ASV1113,ASV1114,ASV1119,ASV1127,ASV1128,ASV1129,ASV1130,ASV1134,ASV1141,ASV1142,ASV1147,ASV1148,ASV1151,ASV1153,ASV1156,ASV1159,ASV1165,ASV1167,ASV1177,ASV1179,ASV1185,ASV1190,ASV1194,ASV1204,ASV1207,ASV1208,ASV1210,ASV1212,ASV1214,ASV1219,ASV1220,ASV1223,ASV1226,ASV1232,ASV1233,ASV1235,ASV1239,ASV1242,ASV1244,ASV1245,ASV1247,ASV1248,ASV1254,ASV1256,ASV1258,ASV1266,ASV1267,ASV1276,ASV1285,ASV1288,ASV1289,ASV1291,ASV1296,ASV1299,ASV1301,ASV1302,ASV1305,ASV1306,ASV1307,ASV1315,ASV1316,ASV1324,ASV1327,ASV1328,ASV1329,ASV1331,ASV1336,ASV1337,ASV1338,ASV1345,ASV1346,ASV1349,ASV1355,ASV1356,ASV1357,ASV1362,ASV1363,ASV1365,ASV1368,ASV1369,ASV1374,ASV1376,ASV1377,ASV1378,ASV1380,ASV1381,ASV1383,ASV1390,ASV1392,ASV1394,ASV1398,ASV1399,ASV1401,ASV1403,ASV1409,ASV1413,ASV1414,ASV1415,ASV1418,ASV1419,ASV1420,ASV1426,ASV1427,ASV1428,ASV1429,ASV1430,ASV1431,ASV1433,ASV1434,ASV1439,ASV1444,ASV1445,ASV1446,ASV1447,ASV1459,ASV1461,ASV1462,ASV1465,ASV1468,ASV1469,ASV1470,ASV1481,ASV1483,ASV1485,ASV1486,ASV1490,ASV1493,ASV1495,ASV1496,ASV1497,ASV1500,ASV1502,ASV1503,ASV1504,ASV1505,ASV1514,ASV1515,ASV1517,ASV1522,ASV1524,ASV1528,ASV1531,ASV1532,ASV1533,ASV1542,ASV1545,ASV1546,ASV1549,ASV1550,ASV1556,ASV1558,ASV1563,ASV1564,ASV1565,ASV1570,ASV1579,ASV1580,ASV1588,ASV1596,ASV1598,ASV1600,ASV1602,ASV1603,ASV1608,ASV1609,ASV1610,ASV1614,ASV1619,ASV1620,ASV1621,ASV1622,ASV1627,ASV1629,ASV1631,ASV1638,ASV1645,ASV1649,ASV1650,ASV1651,ASV1654,ASV1658,ASV1660,ASV1663,ASV1664,ASV1665,ASV1674,ASV1676,ASV1677,ASV1680,ASV1681,ASV1682,ASV1684,ASV1685,ASV1690,ASV1691,ASV1700,ASV1702,ASV1704,ASV1705,ASV1706,ASV1707,ASV1708,ASV1711,ASV1712,ASV1713,ASV1715,ASV1716,ASV1718,ASV1720,ASV1726,ASV1730,ASV1731,ASV1734,ASV1735,ASV1737,ASV1738,ASV1743,ASV1749,ASV1751,ASV1752,ASV1753,ASV1754,ASV1755,ASV1756,ASV1763,ASV1764,ASV1771,ASV1772,ASV1774,ASV1778,ASV1779,ASV1781,ASV1782,ASV1783,ASV1786,ASV1787,ASV1788,ASV1789,ASV1790,ASV1795,ASV1796,ASV1797,ASV1798,ASV1800,ASV1807,ASV1808,ASV1809,ASV1810,ASV1811,ASV1817,ASV1818,ASV1819,ASV1820,ASV1822,ASV1825,ASV1826,ASV1829,ASV1831,ASV1832,ASV1836,ASV1841,ASV1845,ASV1846,ASV1848,ASV1853,ASV1857,ASV1861,ASV1863,ASV1867,ASV1868,ASV1869,ASV1878,ASV1880,ASV1886,ASV1887,ASV1893,ASV1896,ASV1897,ASV1898,ASV1899,ASV1901,ASV1909,ASV1913,ASV1915,ASV1916,ASV1917,ASV1919,ASV1920,ASV1931,ASV1932,ASV1933,ASV1934,ASV1938,ASV1939,ASV1940,ASV1942,ASV1950,ASV1960,ASV1962,ASV1964,ASV1970,ASV1980,ASV1981,ASV1983,ASV1989,ASV1991,ASV1994,ASV1996,ASV2001,ASV2002,ASV2004,ASV2005,ASV2006,ASV2007,ASV2014,ASV2015,ASV2026,ASV2027,ASV2028,ASV2029,ASV2030,ASV2032,ASV2033,ASV2038,ASV2039,ASV2040,ASV2043,ASV2045,ASV2046,ASV2047,ASV2048,ASV2050,ASV2053,ASV2061,ASV2067,ASV2068,ASV2069,ASV2070,ASV2077,ASV2081,ASV2093,ASV2094,ASV2095,ASV2096,ASV2097,ASV2104,ASV2105,ASV2106,ASV2110,ASV2111,ASV2114,ASV2116,ASV2117,ASV2120,ASV2121,ASV2123,ASV2127,ASV2130,ASV2131,ASV2134,ASV2136,ASV2140,ASV2163,ASV2164,ASV2165,ASV2166,ASV2172,ASV2174,ASV2177,ASV2178,ASV2179,ASV2180,ASV2181,ASV2182,ASV2183,ASV2185,ASV2188,ASV2190,ASV2194,ASV2196,ASV2197,ASV2198,ASV2206,ASV2207,ASV2210,ASV2211,ASV2212,ASV2213,ASV2214,ASV2216,ASV2217,ASV2218,ASV2221,ASV2234,ASV2235,ASV2236,ASV2238,ASV2239,ASV2241,ASV2255,ASV2256,ASV2257,ASV2258,ASV2259,ASV2260,ASV2262,ASV2263,ASV2264,ASV2267,ASV2268,ASV2270,ASV2279,ASV2281,ASV2284,ASV2289,ASV2290,ASV2295,ASV2296,ASV2298,ASV2300,ASV2301,ASV2303,ASV2305,ASV2306,ASV2307,ASV2313,ASV2314,ASV2315,ASV2316,ASV2319,ASV2321,ASV2335,ASV2336,ASV2338,ASV2341,ASV2351,ASV2353,ASV2354,ASV2356,ASV2357,ASV2358,ASV2359,ASV2360,ASV2361,ASV2369,ASV2370,ASV2373,ASV2375,ASV2376,ASV2377,ASV2380,ASV2381,ASV2383,ASV2385,ASV2387,ASV2388,ASV2390,ASV2391,ASV2392,ASV2393,ASV2399,ASV2401,ASV2403,ASV2404,ASV2405,ASV2406,ASV2407,ASV2410,ASV2413,ASV2414,ASV2415,ASV2420,ASV2422,ASV2423,ASV2424,ASV2433,ASV2438,ASV2439,ASV2440,ASV2442,ASV2443,ASV2446,ASV2469,ASV2477,ASV2481,ASV2482,ASV2483,ASV2484,ASV2485,ASV2486,ASV2487,ASV2488,ASV2489,ASV2492,ASV2493,ASV2494,ASV2497,ASV2498,ASV2500,ASV2514,ASV2515,ASV2516,ASV2517,ASV2519,ASV2522,ASV2530,ASV2531,ASV2533,ASV2535,ASV2539,ASV2540,ASV2543,ASV2544,ASV2548,ASV2549,ASV2550,ASV2551,ASV2554,ASV2571,ASV2572,ASV2573,ASV2574,ASV2580,ASV2581,ASV2582,ASV2588,ASV2606,ASV2609,ASV2610,ASV2613,ASV2630,ASV2631,ASV2632,ASV2634,ASV2636,ASV2637,ASV2642,ASV2659,ASV2662,ASV2665,ASV2670,ASV2675,ASV2676,ASV2677,ASV2679,ASV2681,ASV2687,ASV2689,ASV2696,ASV2699,ASV2700,ASV2708,ASV2709,ASV2710,ASV2711,ASV2734,ASV2756,ASV2763,ASV2767,ASV2769,ASV2771,ASV2772,ASV2773,ASV2774,ASV2778,ASV2786,ASV2789,ASV2790,ASV2794,ASV2795,ASV2796,ASV2817,ASV2824,ASV2849,ASV2850,ASV2857,ASV2862,ASV2881,ASV2882,ASV2891,ASV2914,ASV2947,ASV2948,ASV2951,ASV2955,ASV2957,ASV2959,ASV2960,ASV2965,ASV2966,ASV2967,ASV2984,ASV2997,ASV3027,ASV3061,ASV3062,ASV3070,ASV3103,ASV3170,ASV3171,ASV3183,ASV3184,ASV3337,ASV3348,ASV3356,ASV3487,ASV3491,ASV3589,ASV3680,ASV3763,ASV3840,ASV3929,ASV3943,ASV3948,ASV3949
121_S121_L001,5_2014,,5,3154,0,0,0,0,0,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197_S196_L001,85_2015a - Post,,5,14583,0,0,0,0,0,9337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256_S255_L001,5_2015b,,5,15647,0,0,0,0,0,8234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c-056_S56_L001,5_2015c,,5,1545,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
