Unique_ID,sample_name,coral_tag,host_phylum,host_class,host_order,host_family,host_genus,host_species,Site,windward_leeward,Disturbance,Disturbance_cat,Species,expedition,tube_number,fastq_file_name,fastq_fwd_file_name,fastq_rev_file_name,Sequencing_run,Sequence_count,
513_2014,513_2014,513,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,14,leeward,1159.55,Medium,Porites lobata,2014,513,KI14FSYM513_S298_L001_R1_001.fastq,KI14FSYM513_S298_L001_R1_001.fastq,KI14FSYM513_S298_L001_R2_001.fastq.gz,run5,17692,
515_2014,515_2014,515,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,14,leeward,1159.55,Medium,Porites lobata,2014,515,KI14FSYM515_S314_L001_R1_001.fastq,KI14FSYM515_S314_L001_R1_001.fastq,KI14FSYM515_S314_L001_R2_001.fastq.gz,run5,19773,
115_2015c,596_2015c,596,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015c,115,115-15C_S20_L001_R1_001.fastq,115-15C_S20_L001_R1_001.fastq,115-15C_S20_L001_R2_001.fastq.gz,Bleaching3_run,27598,
120_2015c,601_2015c,601,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015c,120,120-15C_S52_L001_R1_001.fastq,120-15C_S52_L001_R1_001.fastq,120-15C_S52_L001_R2_001.fastq.gz,Bleaching3_run,22358,
304_2017,1073_2017,578_1073,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,304,304_S304_L001_run4_R1_001.fastq,304_S304_L001_run4_R1_001.fastq,304_S304_L001_run4_R2_001.fastq.gz,run4,1402,
305_2017,580_2017,1264,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,305,305_S305_L001_run4_R1_001.fastq,305_S305_L001_run4_R1_001.fastq,305_S305_L001_run4_R2_001.fastq.gz,run4,7540,
307_2017,585_2017,585_1262,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,307,307_S307_L001_run4_R1_001.fastq,307_S307_L001_run4_R1_001.fastq,307_S307_L001_run4_R2_001.fastq.gz,run4,7294,
310_2017,591_2017,591,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,310,310_S310_L001_run4_R1_001.fastq,310_S310_L001_run4_R1_001.fastq,310_S310_L001_run4_R2_001.fastq.gz,run4,3901,
318_2017,627_2017,627,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,318,318_S318_L001_run4_R1_001.fastq,318_S318_L001_run4_R1_001.fastq,318_S318_L001_run4_R2_001.fastq.gz,run4,436,
321_2017,1230_2017,1230,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,321,321_S321_L001_run4_R1_001.fastq,321_S321_L001_run4_R1_001.fastq,321_S321_L001_run4_R2_001.fastq.gz,run4,793,
323_2017,1232_2017,1232,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,323,323_S323_L001_run4_R1_001.fastq,323_S323_L001_run4_R1_001.fastq,323_S323_L001_run4_R2_001.fastq.gz,run4,255,
325_2017,1234_2017,1234,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,325,325_S325_L001_run4_R1_001.fastq,325_S325_L001_run4_R1_001.fastq,325_S325_L001_run4_R2_001.fastq.gz,run4,302,
329_2017,1238_2017,1238,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,329,329_S329_L001_run4_R1_001.fastq,329_S329_L001_run4_R1_001.fastq,329_S329_L001_run4_R2_001.fastq.gz,run4,856,
330_2017,1239_2017,1239,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,330,330_S330_L001_run4_R1_001.fastq,330_S330_L001_run4_R1_001.fastq,330_S330_L001_run4_R2_001.fastq.gz,run4,337,
332_2017,1241_2017,1241_1267,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,332,332_S332_L001_run4_R1_001.fastq,332_S332_L001_run4_R1_001.fastq,332_S332_L001_run4_R2_001.fastq.gz,run4,0,
318_2017_FQ,KI17FQ318,627,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2017,318,356_S356_L001_run4_R1_001.fastq,356_S356_L001_run4_R1_001.fastq,356_S356_L001_run4_R2_001.fastq.gz,run4,9059,
68_2018,68_2018,1264,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2018,68,68-2018_S54_L001_R1_001.fastq,68-2018_S54_L001_R1_001.fastq,68-2018_S54_L001_R2_001.fastq.gz,Starko_Shedd,0,
72_2018,72_2018,585_1262,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2018,72,72-2018_S57_L001_R1_001.fastq,72-2018_S57_L001_R1_001.fastq,72-2018_S57_L001_R2_001.fastq.gz,Starko_Shedd,14559,
91_2015b,596_2015b,596,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015b,91,91-15B_S322_L001_R1_001.fastq,91-15B_S322_L001_R1_001.fastq,91-15B_S322_L001_R2_001.fastq.gz,Bleaching3_run,14204,
27_2015a - Pre,578_1073_2015a,578_1073,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,27,c-017_S17_L001_R1_001.fastq,c-017_S17_L001_R1_001.fastq,c-017_S17_L001_R2_001.fastq.gz,run3,9443,
29_2015a - Pre,580_2015a,580,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,29,c-018_S18_L001_R1_001.fastq,c-018_S18_L001_R1_001.fastq,c-018_S18_L001_R2_001.fastq.gz,run3,11895,
34_2015a - Pre,585_2015a,585_1262,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,34,c-019_S19_L001_R1_001.fastq,c-019_S19_L001_R1_001.fastq,c-019_S19_L001_R2_001.fastq.gz,run3,1455,
40_2015a - Pre,591_2015a,591,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,40,c-022_S22_L001_R1_001.fastq,c-022_S22_L001_R1_001.fastq,c-022_S22_L001_R2_001.fastq.gz,run3,21617,
59_2015a - Pre,608_2015a,608,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,59,c-023_S23_L001_R1_001.fastq,c-023_S23_L001_R1_001.fastq,c-023_S23_L001_R2_001.fastq.gz,run3,0,
61_2015a - Pre,610_2015a,610,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,61,c-024_S24_L001_R1_001.fastq,c-024_S24_L001_R1_001.fastq,c-024_S24_L001_R2_001.fastq.gz,run3,232,
69_2015a - Pre,620_1229_2015a,620_1229,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,69,c-025_S25_L001_R1_001.fastq,c-025_S25_L001_R1_001.fastq,c-025_S25_L001_R2_001.fastq.gz,run3,10969,
73_2015a - Pre,624_2015a,624,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,73,c-026_S26_L001_R1_001.fastq,c-026_S26_L001_R1_001.fastq,c-026_S26_L001_R2_001.fastq.gz,run3,901,
76_2015a - Pre,627_2015a,627,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,76,c-027_S27_L001_R1_001.fastq,c-027_S27_L001_R1_001.fastq,c-027_S27_L001_R2_001.fastq.gz,run3,2368,
76_2015b,578_1073_2015b,578_1073,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015b,76,c-031_S31_L001_R1_001.fastq,c-031_S31_L001_R1_001.fastq,c-031_S31_L001_R2_001.fastq.gz,run3,902,
79_2015b,580_2015b,580b,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015b,79,c-032_S32_L001_R1_001.fastq,c-032_S32_L001_R1_001.fastq,c-032_S32_L001_R2_001.fastq.gz,run3,1382,
86_2015b,591_2015b,591,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015b,86,c-034_S34_L001_R1_001.fastq,c-034_S34_L001_R1_001.fastq,c-034_S34_L001_R2_001.fastq.gz,run3,15404,
97_2015c,578_1073_2015c,578_1073,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015c,97,c-062_S62_L001_R1_001.fastq,c-062_S62_L001_R1_001.fastq,c-062_S62_L001_R2_001.fastq.gz,run3,1807,
99_2015c,580_2015c,580b,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015c,99,c-063_S63_L001_R1_001.fastq,c-063_S63_L001_R1_001.fastq,c-063_S63_L001_R2_001.fastq.gz,run3,4600,
106_2015c,585_2015c,585_1262,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015c,106,c-065_S65_L001_R1_001.fastq,c-065_S65_L001_R1_001.fastq,c-065_S65_L001_R2_001.fastq.gz,run3,9587,
109_2015c,591_2015c,591,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015c,109,c-067_S67_L001_R1_001.fastq,c-067_S67_L001_R1_001.fastq,c-067_S67_L001_R2_001.fastq.gz,run3,15903,
130_2015c,608_2015c,608,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015c,130,c-068_S68_L001_R1_001.fastq,c-068_S68_L001_R1_001.fastq,c-068_S68_L001_R2_001.fastq.gz,run3,1177,
134_2015c,620_1229_2015c,620_1229,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015c,134,c-069_S69_L001_R1_001.fastq,c-069_S69_L001_R1_001.fastq,c-069_S69_L001_R2_001.fastq.gz,run3,9307,
136_2015c,610_2015c,610,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015c,136,c-070_S70_L001_R1_001.fastq,c-070_S70_L001_R1_001.fastq,c-070_S70_L001_R2_001.fastq.gz,run3,2575,
138_2015c,624_2015c,624,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015c,138,c-071_S71_L001_R1_001.fastq,c-071_S71_L001_R1_001.fastq,c-071_S71_L001_R2_001.fastq.gz,run3,1341,
148_2015c,627_2015c,627,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015c,148,c-073_S73_L001_R1_001.fastq,c-073_S73_L001_R1_001.fastq,c-073_S73_L001_R2_001.fastq.gz,run3,44723,
149_2016a,578_1073_2016a,578_1073,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016a,149,c-169_S169_L001_R1_001.fastq,c-169_S169_L001_R1_001.fastq,c-169_S169_L001_R2_001.fastq.gz,run3,5484,
150_2016a,580_2016a,580c,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016a,150,c-170_S170_L001_R1_001.fastq,c-170_S170_L001_R1_001.fastq,c-170_S170_L001_R2_001.fastq.gz,run3,9490,
152_2016a,585_2016a,585_1262,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016a,152,c-171_S171_L001_R1_001.fastq,c-171_S171_L001_R1_001.fastq,c-171_S171_L001_R2_001.fastq.gz,run3,1931,
156_2016a,591_2016a,591,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016a,156,c-173_S173_L001_R1_001.fastq,c-173_S173_L001_R1_001.fastq,c-173_S173_L001_R2_001.fastq.gz,run3,0,
161_2016a,608_2016a,608,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016a,161,c-175_S175_L001_R1_001.fastq,c-175_S175_L001_R1_001.fastq,c-175_S175_L001_R2_001.fastq.gz,run3,1010,
162_2016a,620_1229_2016a,620_1229,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016a,162,c-176_S176_L001_R1_001.fastq,c-176_S176_L001_R1_001.fastq,c-176_S176_L001_R2_001.fastq.gz,run3,4566,
163_2016a,624_2016a,624,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016a,163,c-177_S177_L001_R1_001.fastq,c-177_S177_L001_R1_001.fastq,c-177_S177_L001_R2_001.fastq.gz,run3,9647,
165_2016a,610_2016a,610,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016a,165,c-178_S178_L001_R1_001.fastq,c-178_S178_L001_R1_001.fastq,c-178_S178_L001_R2_001.fastq.gz,run3,3351,
166_2016a,627_2016a,627,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016a,166,c-179_S179_L001_R1_001.fastq,c-179_S179_L001_R1_001.fastq,c-179_S179_L001_R2_001.fastq.gz,run3,4621,
107_2016b,601_2016b,601,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016b,107,c-307_S307_L001_R1_001.fastq,c-307_S307_L001_R1_001.fastq,c-307_S307_L001_R2_001.fastq.gz,run3,5745,
111_2016b,591_2016b,591,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016b,111,c-311_S311_L001_R1_001.fastq,c-311_S311_L001_R1_001.fastq,c-311_S311_L001_R2_001.fastq.gz,run3,6422,
114_2016b,585_2016b,585_1262x,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016b,114,c-314_S314_L001_R1_001.fastq,c-314_S314_L001_R1_001.fastq,c-314_S314_L001_R2_001.fastq.gz,run3,5303,
116_2016b,578_1073_2016b,578_1073,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2016b,116,c-316_S316_L001_R1_001.fastq,c-316_S316_L001_R1_001.fastq,c-316_S316_L001_R2_001.fastq.gz,run3,703,
45_2015a - Pre,596_2015a,596,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,45,KI15aFSYM045_S322_L001_R1_001.fastq,KI15aFSYM045_S322_L001_R1_001.fastq,KI15aFSYM045_S322_L001_R2_001.fastq.gz,run5,76262,
49_2015a - Pre,601_2015a,601,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,49,KI15aFSYM049_S343_L001_R1_001.fastq,KI15aFSYM049_S343_L001_R1_001.fastq,KI15aFSYM049_S343_L001_R2_001.fastq.gz,run5,13745,
54_2015a - Pre,604_2015a,604,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,15,windward,0,Very Low,Porites lobata,2015a - Pre,54,KI15aFSYM054_S268_L001_R1_001.fastq,KI15aFSYM054_S268_L001_R1_001.fastq,KI15aFSYM054_S268_L001_R2_001.fastq.gz,run5,15238,
105_2015b,659_2015b,659,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2015b,105,105-15B_S291_L001_R1_001.fastq,105-15B_S291_L001_R1_001.fastq,105-15B_S291_L001_R2_001.fastq.gz,Bleaching3_run,11030,
115_2015b,669_1074_2015b,669_1074,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2015b,115,115-15B_S339_L001_R1_001.fastq,115-15B_S339_L001_R1_001.fastq,115-15B_S339_L001_R2_001.fastq.gz,Bleaching3_run,13145,
116_2015b,670_2015b,670,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2015b,116,116-15B_S347_L001_R1_001.fastq,116-15B_S347_L001_R1_001.fastq,116-15B_S347_L001_R2_001.fastq.gz,Bleaching3_run,13419,
123_2015b,677_1151_2015b,677_1151,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2015b,123,123-15B_S379_L001_R1_001.fastq,123-15B_S379_L001_R1_001.fastq,123-15B_S379_L001_R2_001.fastq.gz,Bleaching3_run,11308,
154_2017,1074_2017,659,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2017,154,154_S154_L001_run4_R1_001.fastq,154_S154_L001_run4_R1_001.fastq,154_S154_L001_run4_R2_001.fastq.gz,run4,1622,
155_2017,1150_2017,669_1074,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2017,155,155_S155_L001_run4_R1_001.fastq,155_S155_L001_run4_R1_001.fastq,155_S155_L001_run4_R2_001.fastq.gz,run4,1213,
156_2017,867_2017,1150,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2017,156,156_S156_L001_run4_R1_001.fastq,156_S156_L001_run4_R1_001.fastq,156_S156_L001_run4_R2_001.fastq.gz,run4,131,
157_2017,677_1151_2017,867,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2017,157,157_S157_L001_run4_R1_001.fastq,157_S157_L001_run4_R1_001.fastq,157_S157_L001_run4_R2_001.fastq.gz,run4,495,
158_2017,1152_2017,677_1151,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2017,158,158_S158_L001_run4_R1_001.fastq,158_S158_L001_run4_R1_001.fastq,158_S158_L001_run4_R2_001.fastq.gz,run4,1603,
29_2015c,659_2015c,659,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2015c,29,29-15C_S10_L001_R1_001.fastq,29-15C_S10_L001_R1_001.fastq,29-15C_S10_L001_R2_001.fastq.gz,Bleaching3_run,20488,
FQ154_2017,KI17FQ154,659,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2017,FQ154,354_S354_L001_run4_R1_001.fastq,354_S354_L001_run4_R1_001.fastq,354_S354_L001_run4_R2_001.fastq.gz,run4,0,
37_2015c,669_1074_2015c,669_1074,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2015c,37,37-15C_S50_L001_R1_001.fastq,37-15C_S50_L001_R1_001.fastq,37-15C_S50_L001_R2_001.fastq.gz,Bleaching3_run,24437,
41_2015c,670_2015c,670,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2015c,41,41-15C_S82_L001_R1_001.fastq,41-15C_S82_L001_R1_001.fastq,41-15C_S82_L001_R2_001.fastq.gz,Bleaching3_run,18399,
47_2015c,677_1151_2015c,677_1151,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2015c,47,47-15C_S3_L001_R1_001.fastq,47-15C_S3_L001_R1_001.fastq,47-15C_S3_L001_R2_001.fastq.gz,Bleaching3_run,0,
52_2015c,862_2015c,862,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2015c,52,52-15C_S19_L001_R1_001.fastq,52-15C_S19_L001_R1_001.fastq,52-15C_S19_L001_R2_001.fastq.gz,Bleaching3_run,0,
57_2015c,867_2015c,867,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2015c,57,57-15C_S27_L001_R1_001.fastq,57-15C_S27_L001_R1_001.fastq,57-15C_S27_L001_R2_001.fastq.gz,Bleaching3_run,34173,
117_2016b,669_1074_2016b,669_1074,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2016b,117,c-317_S317_L001_R1_001.fastq,c-317_S317_L001_R1_001.fastq,c-317_S317_L001_R2_001.fastq.gz,run3,5430,
119_2016b,659_2016b,659,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2016b,119,c-319_S319_L001_R1_001.fastq,c-319_S319_L001_R1_001.fastq,c-319_S319_L001_R2_001.fastq.gz,run3,765,
120_2016b,677_1151_2016b,677_1151,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,19,windward,0,Very Low,Porites lobata,2016b,120,c-320_S320_L001_R1_001.fastq,c-320_S320_L001_R1_001.fastq,c-320_S320_L001_R2_001.fastq.gz,run3,10568,
334_2017,1243_2017,1243,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,20,windward,0,Very Low,Porites lobata,2017,334,334_S334_L001_run4_R1_001.fastq,334_S334_L001_run4_R1_001.fastq,334_S334_L001_run4_R2_001.fastq.gz,run4,909,
335_2017,1244_2017,1244,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,20,windward,0,Very Low,Porites lobata,2017,335,335_S335_L001_run4_R1_001.fastq,335_S335_L001_run4_R1_001.fastq,335_S335_L001_run4_R2_001.fastq.gz,run4,0,
336_2017,1245_2017,1245,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,20,windward,0,Very Low,Porites lobata,2017,336,336_S336_L001_run4_R1_001.fastq,336_S336_L001_run4_R1_001.fastq,336_S336_L001_run4_R2_001.fastq.gz,run4,2008,
337_2017,1246_2017,1246,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,20,windward,0,Very Low,Porites lobata,2017,337,337_S337_L001_run4_R1_001.fastq,337_S337_L001_run4_R1_001.fastq,337_S337_L001_run4_R2_001.fastq.gz,run4,552,
338_2017,1247_2017,1247,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,20,windward,0,Very Low,Porites lobata,2017,338,338_S338_L001_run4_R1_001.fastq,338_S338_L001_run4_R1_001.fastq,338_S338_L001_run4_R2_001.fastq.gz,run4,5216,
340_2017,1249_2017,1249,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,20,windward,0,Very Low,Porites lobata,2017,340,340_S340_L001_run4_R1_001.fastq,340_S340_L001_run4_R1_001.fastq,340_S340_L001_run4_R2_001.fastq.gz,run4,5241,
341_2017,1250_2017,1250,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,20,windward,0,Very Low,Porites lobata,2017,341,341_S341_L001_run4_R1_001.fastq,341_S341_L001_run4_R1_001.fastq,341_S341_L001_run4_R2_001.fastq.gz,run4,365,
344_2017,1253_2017,1253,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,20,windward,0,Very Low,Porites lobata,2017,344,344_S344_L001_run4_R1_001.fastq,344_S344_L001_run4_R1_001.fastq,344_S344_L001_run4_R2_001.fastq.gz,run4,564,
346_2017,1255_2017,1255,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,20,windward,0,Very Low,Porites lobata,2017,346,346_S346_L001_run4_R1_001.fastq,346_S346_L001_run4_R1_001.fastq,346_S346_L001_run4_R2_001.fastq.gz,run4,636,
347_2017,1256_2017,1256,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,20,windward,0,Very Low,Porites lobata,2017,347,347_S347_L001_run4_R1_001.fastq,347_S347_L001_run4_R1_001.fastq,347_S347_L001_run4_R2_001.fastq.gz,run4,0,
348_2017,1257_2017,1257,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,20,windward,0,Very Low,Porites lobata,2017,348,348_S348_L001_run4_R1_001.fastq,348_S348_L001_run4_R1_001.fastq,348_S348_L001_run4_R2_001.fastq.gz,run4,2243,
105_2018,105_2018,420b,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,25,windward,1617,Medium,Porites lobata,2018,105,105-2018_S76_L001_R1_001.fastq,105-2018_S76_L001_R1_001.fastq,105-2018_S76_L001_R2_001.fastq.gz,Starko_Shedd,8696,
159_2017,1147_2017,1152,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,25,windward,1617,Medium,Porites lobata,2017,159,159_S159_L001_run4_R1_001.fastq,159_S159_L001_run4_R1_001.fastq,159_S159_L001_run4_R2_001.fastq.gz,run4,1025,
160_2017,1153_2017,1153,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,25,windward,1617,Medium,Porites lobata,2017,160,160_S160_L001_run4_R1_001.fastq,160_S160_L001_run4_R1_001.fastq,160_S160_L001_run4_R2_001.fastq.gz,run4,193,
162_2017,1155_2017,1155,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,25,windward,1617,Medium,Porites lobata,2017,162,162_S162_L001_run4_R1_001.fastq,162_S162_L001_run4_R1_001.fastq,162_S162_L001_run4_R2_001.fastq.gz,run4,2897,
163_2017,1156_2017,1156,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,25,windward,1617,Medium,Porites lobata,2017,163,163_S163_L001_run4_R1_001.fastq,163_S163_L001_run4_R1_001.fastq,163_S163_L001_run4_R2_001.fastq.gz,run4,875,
167_2017,1160_2017,1160_1268,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,25,windward,1617,Medium,Porites lobata,2017,167,167_S167_L001_run4_R1_001.fastq,167_S167_L001_run4_R1_001.fastq,167_S167_L001_run4_R2_001.fastq.gz,run4,254,
169_2017,1162_2017,1162,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,25,windward,1617,Medium,Porites lobata,2017,169,169_S169_L001_run4_R1_001.fastq,169_S169_L001_run4_R1_001.fastq,169_S169_L001_run4_R2_001.fastq.gz,run4,929,
400_2015c,374_891_1294_2015c,374_891_1294,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,25,windward,1617,Medium,Porites lobata,2015c,400,400-15C_S119_L001_R1_001.fastq,400-15C_S119_L001_R1_001.fastq,400-15C_S119_L001_R2_001.fastq.gz,Bleaching3_run,21256,
412_2015c,401_2015c,401,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,25,windward,1617,Medium,Porites lobata,2015c,412,412-15C_S183_L001_R1_001.fastq,412-15C_S183_L001_R1_001.fastq,412-15C_S183_L001_R2_001.fastq.gz,Bleaching3_run,0,
417_2015c,407_1103_2015c,407b,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,25,windward,1617,Medium,Porites lobata,2015c,417,417-15C_S120_L001_R1_001.fastq,417-15C_S120_L001_R1_001.fastq,417-15C_S120_L001_R2_001.fastq.gz,Bleaching3_run,18349,
423_2015c,416_1104_2015c,416_1104,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,25,windward,1617,Medium,Porites lobata,2015c,423,423-15C_S168_L001_R1_001.fastq,423-15C_S168_L001_R1_001.fastq,423-15C_S168_L001_R2_001.fastq.gz,Bleaching3_run,22511,
