Unique_ID,sample_name,coral_tag,host_phylum,host_class,host_order,host_family,host_genus,host_species,Site,windward_leeward,Disturbance,Disturbance_cat,Species,expedition,tube_number,fastq_file_name,fastq_fwd_file_name,fastq_rev_file_name,Sequencing_run,Sequence_count,
119_2018,119_2018,1112,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2018,119,119-2018_S86_L001_R1_001.fastq,119-2018_S86_L001_R1_001.fastq,119-2018_S86_L001_R2_001.fastq.gz,Starko_Shedd,15651,
120_2018,120_2018,183_1114_1340,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2018,120,120-2018_S87_L001_R1_001.fastq,120-2018_S87_L001_R1_001.fastq,120-2018_S87_L001_R2_001.fastq.gz,Starko_Shedd,13926,
146_2017,1144_2017,1144,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2017,146,146_S146_L001_run4_R1_001.fastq,146_S146_L001_run4_R1_001.fastq,146_S146_L001_run4_R2_001.fastq.gz,run4,2643,
148_2017,230_2017,230,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2017,148,148_S148_L001_run4_R1_001.fastq,148_S148_L001_run4_R1_001.fastq,148_S148_L001_run4_R2_001.fastq.gz,run4,849,
149_2017,1146_2017,1146,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2017,149,149_S149_L001_run4_R1_001.fastq,149_S149_L001_run4_R1_001.fastq,149_S149_L001_run4_R2_001.fastq.gz,run4,1657,
150_2017,1148_2017,1147,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2017,150,150_S150_L001_run4_R1_001.fastq,150_S150_L001_run4_R1_001.fastq,150_S150_L001_run4_R2_001.fastq.gz,run4,2265,
151_2017,1149_2017,1148,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2017,151,151_S151_L001_run4_R1_001.fastq,151_S151_L001_run4_R1_001.fastq,151_S151_L001_run4_R2_001.fastq.gz,run4,401,
151_2015c,172_1112_2015c,172,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2015c,151,151-15C_S69_L001_R1_001.fastq,151-15C_S69_L001_R1_001.fastq,151-15C_S69_L001_R2_001.fastq.gz,Bleaching3_run,0,
168_2015c,183_1114_2015c,183_1114_1340,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2015c,168,168-15C_S54_L001_R1_001.fastq,168-15C_S54_L001_R1_001.fastq,168-15C_S54_L001_R2_001.fastq.gz,Bleaching3_run,19806,
177_2015c,230_2015c,230,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2015c,177,177-15C_S7_L001_R1_001.fastq,177-15C_S7_L001_R1_001.fastq,177-15C_S7_L001_R2_001.fastq.gz,Bleaching3_run,0,
28_2019,28_2019,183_1114_1340,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2019,28,28-2019_S381_L001_R1_001.fastq,28-2019_S381_L001_R1_001.fastq,28-2019_S381_L001_R2_001.fastq.gz,Starko_Shedd,22615,
67_2017,1112_172_2017,1112,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2017,67,67_S67_L001_run4_R1_001.fastq,67_S67_L001_run4_R1_001.fastq,67_S67_L001_run4_R2_001.fastq.gz,run4,616,
69_2017,1114_183_2017,183_1114_1340,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2017,69,69_S69_L001_run4_R1_001.fastq,69_S69_L001_run4_R1_001.fastq,69_S69_L001_run4_R2_001.fastq.gz,run4,783,
156_2014,156_2014,156,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2014,156,KI14FSYM156_S51_L001_R1_001.fastq,KI14FSYM156_S51_L001_R1_001.fastq,KI14FSYM156_S51_L001_R2_001.fastq.gz,run5,23850,
168_2014,168_2014,168,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2014,168,KI14FSYM168_S30_L001_R1_001.fastq,KI14FSYM168_S30_L001_R1_001.fastq,KI14FSYM168_S30_L001_R2_001.fastq.gz,run5,21685,
169_2014,169_2014,169,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2014,169,KI14FSYM169_S36_L001_R1_001.fastq,KI14FSYM169_S36_L001_R1_001.fastq,KI14FSYM169_S36_L001_R2_001.fastq.gz,run5,14779,
172_2014,172_1112_2014,172,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2014,172,KI14FSYM172_S60_L001_R1_001.fastq,KI14FSYM172_S60_L001_R1_001.fastq,KI14FSYM172_S60_L001_R2_001.fastq.gz,run5,17136,
177_2014,177_2014,177,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2014,177,KI14FSYM177_S90_L001_R1_001.fastq,KI14FSYM177_S90_L001_R1_001.fastq,KI14FSYM177_S90_L001_R2_001.fastq.gz,run5,23903,
180_2014,180_2014,180,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2014,180,KI14FSYM180_S110_L001_R1_001.fastq,KI14FSYM180_S110_L001_R1_001.fastq,KI14FSYM180_S110_L001_R2_001.fastq.gz,run5,15421,
183_2014,183_1114_2014,183_1114_1340,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2014,183,KI14FSYM183_S125_L001_R1_001.fastq,KI14FSYM183_S125_L001_R1_001.fastq,KI14FSYM183_S125_L001_R2_001.fastq.gz,run5,16967,
238_2014,238_2014,238,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2014,238,KI14FSYM238_S149_L001_R1_001.fastq,KI14FSYM238_S149_L001_R1_001.fastq,KI14FSYM238_S149_L001_R2_001.fastq.gz,run5,15947,
239_2014,239_2014,239,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,3,windward,808.5521265,Low,Porites lobata,2014,239,KI14FSYM239_S156_L001_R1_001.fastq,KI14FSYM239_S156_L001_R1_001.fastq,KI14FSYM239_S156_L001_R2_001.fastq.gz,run5,12290,
156_2019,156_2019,794b_946,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2019,156,156-2019_S263_L001_R1_001.fastq,156-2019_S263_L001_R1_001.fastq,156-2019_S263_L001_R2_001.fastq.gz,Starko_Shedd,18040,
161_2019,161_2019,818_1350,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2019,161,161-2019_S265_L001_R1_001.fastq,161-2019_S265_L001_R1_001.fastq,161-2019_S265_L001_R2_001.fastq.gz,Starko_Shedd,43952,
162_2019,162_2019,821,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2019,162,162-2019_S266_L001_R1_001.fastq,162-2019_S266_L001_R1_001.fastq,162-2019_S266_L001_R2_001.fastq.gz,Starko_Shedd,37368,
163_2019,163_2019,1066,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2019,163,163-2019_S267_L001_R1_001.fastq,163-2019_S267_L001_R1_001.fastq,163-2019_S267_L001_R2_001.fastq.gz,Starko_Shedd,150600,
170_2019,170_2019,831,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2019,170,170-2019_S272_L001_R1_001.fastq,170-2019_S272_L001_R1_001.fastq,170-2019_S272_L001_R2_001.fastq.gz,Starko_Shedd,23016,
173_2019,173_2019,834_947_1437,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2019,173,173-2019_S273_L001_R1_001.fastq,173-2019_S273_L001_R1_001.fastq,173-2019_S273_L001_R2_001.fastq.gz,Starko_Shedd,0,
175_2018,175_2018,818_1350,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2018,175,175-2018_S124_L001_R1_001.fastq,175-2018_S124_L001_R1_001.fastq,175-2018_S124_L001_R2_001.fastq.gz,Starko_Shedd,16069,
18_2017,946_2017,794b_946,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,18,18_S18_L001_run4_R1_001.fastq,18_S18_L001_run4_R1_001.fastq,18_S18_L001_run4_R2_001.fastq.gz,run4,8755,
186_2018,186_2018,816b,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2018,186,186-2018_S130_L001_R1_001.fastq,186-2018_S130_L001_R1_001.fastq,186-2018_S130_L001_R2_001.fastq.gz,Starko_Shedd,15974,
190_2018,190_2018,831,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2018,190,190-2018_S133_L001_R1_001.fastq,190-2018_S133_L001_R1_001.fastq,190-2018_S133_L001_R2_001.fastq.gz,Starko_Shedd,17759,
21_2017,818_2017,818_1350,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,21,21_S21_L001_run4_R1_001.fastq,21_S21_L001_run4_R1_001.fastq,21_S21_L001_run4_R2_001.fastq.gz,run4,7093,
279_2015c,812_2015c,812,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015c,279,279-15C_S99_L001_R1_001.fastq,279-15C_S99_L001_R1_001.fastq,279-15C_S99_L001_R2_001.fastq.gz,Bleaching3_run,28751,
28_2017,816_2017,816b,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,28,28_S28_L001_run4_R1_001.fastq,28_S28_L001_run4_R1_001.fastq,28_S28_L001_run4_R2_001.fastq.gz,run4,3723,
29_2017,1066_2017,1066,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,29,29_S29_L001_run4_R1_001.fastq,29_S29_L001_run4_R1_001.fastq,29_S29_L001_run4_R2_001.fastq.gz,run4,6100,
30_2017,831_2017,831,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,30,30_S30_L001_run4_R1_001.fastq,30_S30_L001_run4_R1_001.fastq,30_S30_L001_run4_R2_001.fastq.gz,run4,5437,
308_2015b,812_2015b,812,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015b,308,308-15B_S303_L001_R1_001.fastq,308-15B_S303_L001_R1_001.fastq,308-15B_S303_L001_R2_001.fastq.gz,Bleaching3_run,9992,
32_2017,1091_2017,1091,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,32,32_S32_L001_run4_R1_001.fastq,32_S32_L001_run4_R1_001.fastq,32_S32_L001_run4_R2_001.fastq.gz,run4,3614,
35_2017,821_2017,821b,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,35,35_S35_L001_run4_R1_001.fastq,35_S35_L001_run4_R1_001.fastq,35_S35_L001_run4_R2_001.fastq.gz,run4,2633,
37_2017,1094_2017,1094,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,37,37_S37_L001_run4_R1_001.fastq,37_S37_L001_run4_R1_001.fastq,37_S37_L001_run4_R2_001.fastq.gz,run4,3074,
38_2017,1095_2017,1095,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,38,38_S38_L001_run4_R1_001.fastq,38_S38_L001_run4_R1_001.fastq,38_S38_L001_run4_R2_001.fastq.gz,run4,5315,
40_2017,1043_2017,1043,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,40,40_S40_L001_run4_R1_001.fastq,40_S40_L001_run4_R1_001.fastq,40_S40_L001_run4_R2_001.fastq.gz,run4,0,
41_2017,1044_2017,1044,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,41,41_S41_L001_run4_R1_001.fastq,41_S41_L001_run4_R1_001.fastq,41_S41_L001_run4_R2_001.fastq.gz,run4,2226,
41_2018,41_2018,1094,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2018,41,41-2018_S36_L001_R1_001.fastq,41-2018_S36_L001_R1_001.fastq,41-2018_S36_L001_R2_001.fastq.gz,Starko_Shedd,20118,
42_2017,1045_2017,1045,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,42,42_S42_L001_run4_R1_001.fastq,42_S42_L001_run4_R1_001.fastq,42_S42_L001_run4_R2_001.fastq.gz,run4,517,
43_2017,1047_2017,1047,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,43,43_S43_L001_run4_R1_001.fastq,43_S43_L001_run4_R1_001.fastq,43_S43_L001_run4_R2_001.fastq.gz,run4,5473,
44_2017,1046_2017,1046b,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,44,44_S44_L001_run4_R1_001.fastq,44_S44_L001_run4_R1_001.fastq,44_S44_L001_run4_R2_001.fastq.gz,run4,2688,
45_2017,1041_2017,1041,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,45,45_S45_L001_run4_R1_001.fastq,45_S45_L001_run4_R1_001.fastq,45_S45_L001_run4_R2_001.fastq.gz,run4,2661,
46_2017,1042_2017,1042,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,46,46_S46_L001_run4_R1_001.fastq,46_S46_L001_run4_R1_001.fastq,46_S46_L001_run4_R2_001.fastq.gz,run4,1521,
47_2017,1097_2017,1097,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,47,47_S47_L001_run4_R1_001.fastq,47_S47_L001_run4_R1_001.fastq,47_S47_L001_run4_R2_001.fastq.gz,run4,4892,
49_2017,1099_2017,1099,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2017,49,49_S49_L001_run4_R1_001.fastq,49_S49_L001_run4_R1_001.fastq,49_S49_L001_run4_R2_001.fastq.gz,run4,1575,
286_2015b,790_2015b,790,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015b,286,c-043_S43_L001_R1_001.fastq,c-043_S43_L001_R1_001.fastq,c-043_S43_L001_R2_001.fastq.gz,run3,38181,
290_2015b,794_946_2015b,794_946,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015b,290,c-044_S44_L001_R1_001.fastq,c-044_S44_L001_R1_001.fastq,c-044_S44_L001_R2_001.fastq.gz,run3,16402,
312_2015b,816_2015b,816,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015b,312,c-046_S46_L001_R1_001.fastq,c-046_S46_L001_R1_001.fastq,c-046_S46_L001_R2_001.fastq.gz,run3,20014,
314_2015b,818_2015b,818_1350,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015b,314,c-047_S47_L001_R1_001.fastq,c-047_S47_L001_R1_001.fastq,c-047_S47_L001_R2_001.fastq.gz,run3,16441,
317_2015b,821_2015b,821,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015b,317,c-048_S48_L001_R1_001.fastq,c-048_S48_L001_R1_001.fastq,c-048_S48_L001_R2_001.fastq.gz,run3,16929,
323_2015b,827_2015b,827,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015b,323,c-049_S49_L001_R1_001.fastq,c-049_S49_L001_R1_001.fastq,c-049_S49_L001_R2_001.fastq.gz,run3,13273,
327_2015b,831_2015b,831,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015b,327,c-050_S50_L001_R1_001.fastq,c-050_S50_L001_R1_001.fastq,c-050_S50_L001_R2_001.fastq.gz,run3,37660,
330_2015b,834_947_2015b,834_947_1437,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015b,330,c-051_S51_L001_R1_001.fastq,c-051_S51_L001_R1_001.fastq,c-051_S51_L001_R2_001.fastq.gz,run3,7799,
335_2015b,839_2015b,839,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015b,335,c-052_S52_L001_R1_001.fastq,c-052_S52_L001_R1_001.fastq,c-052_S52_L001_R2_001.fastq.gz,run3,29277,
256_2015c,790_2015c,790,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015c,256,c-080_S80_L001_R1_001.fastq,c-080_S80_L001_R1_001.fastq,c-080_S80_L001_R2_001.fastq.gz,run3,13203,
262_2015c,794_946_2015c,794_946,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015c,262,c-081_S81_L001_R1_001.fastq,c-081_S81_L001_R1_001.fastq,c-081_S81_L001_R2_001.fastq.gz,run3,17241,
269_2015c,818_2015c,818_1350,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015c,269,c-082_S82_L001_R1_001.fastq,c-082_S82_L001_R1_001.fastq,c-082_S82_L001_R2_001.fastq.gz,run3,22666,
282_2015c,816_2015c,816,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015c,282,c-084_S84_L001_R1_001.fastq,c-084_S84_L001_R1_001.fastq,c-084_S84_L001_R2_001.fastq.gz,run3,78759,
288_2015c,827_2015c,827,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015c,288,c-085_S85_L001_R1_001.fastq,c-085_S85_L001_R1_001.fastq,c-085_S85_L001_R2_001.fastq.gz,run3,17533,
292_2015c,831_2015c,831,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015c,292,c-086_S86_L001_R1_001.fastq,c-086_S86_L001_R1_001.fastq,c-086_S86_L001_R2_001.fastq.gz,run3,14197,
295_2015c,834_947_2015c,834_947_1437,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015c,295,c-087_S87_L001_R1_001.fastq,c-087_S87_L001_R1_001.fastq,c-087_S87_L001_R2_001.fastq.gz,run3,0,
299_2015c,839_2015c,839,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015c,299,c-088_S88_L001_R1_001.fastq,c-088_S88_L001_R1_001.fastq,c-088_S88_L001_R2_001.fastq.gz,run3,101239,
302_2015c,821_2015c,821,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2015c,302,c-089_S89_L001_R1_001.fastq,c-089_S89_L001_R1_001.fastq,c-089_S89_L001_R2_001.fastq.gz,run3,59794,
90_2016a,790_2016a,790,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,90,c-147_S147_L001_R1_001.fastq,c-147_S147_L001_R1_001.fastq,c-147_S147_L001_R2_001.fastq.gz,run3,4366,
92_2016a,818_2016a,818_1350,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,92,c-148_S148_L001_R1_001.fastq,c-148_S148_L001_R1_001.fastq,c-148_S148_L001_R2_001.fastq.gz,run3,9161,
97_2016a,816_2016a,816b,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,97,c-150_S150_L001_R1_001.fastq,c-150_S150_L001_R1_001.fastq,c-150_S150_L001_R2_001.fastq.gz,run3,1107,
98_2016a,827_2016a,827,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,98,c-151_S151_L001_R1_001.fastq,c-151_S151_L001_R1_001.fastq,c-151_S151_L001_R2_001.fastq.gz,run3,539,
99_2016a,831_2016a,831,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,99,c-152_S152_L001_R1_001.fastq,c-152_S152_L001_R1_001.fastq,c-152_S152_L001_R2_001.fastq.gz,run3,7237,
100_2016a,839_2016a,839,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,100,c-153_S153_L001_R1_001.fastq,c-153_S153_L001_R1_001.fastq,c-153_S153_L001_R2_001.fastq.gz,run3,3436,
102_2016a,821_2016a,821,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,102,c-154_S154_L001_R1_001.fastq,c-154_S154_L001_R1_001.fastq,c-154_S154_L001_R2_001.fastq.gz,run3,4370,
105_2016a,794_946_2016a,794_946,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,105,c-155_S155_L001_R1_001.fastq,c-155_S155_L001_R1_001.fastq,c-155_S155_L001_R2_001.fastq.gz,run3,471,
106_2016a,834_947_2016a,834_947_1437,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,106,c-156_S156_L001_R1_001.fastq,c-156_S156_L001_R1_001.fastq,c-156_S156_L001_R2_001.fastq.gz,run3,259,
242_2016a,1041_2016a_1,1041,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,242,c-199_S199_L001_R1_001.fastq,c-199_S199_L001_R1_001.fastq,c-199_S199_L001_R2_001.fastq.gz,run3,20755,
243_2016a,1041_2016a,1041,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,243,c-200_S200_L001_R1_001.fastq,c-200_S200_L001_R1_001.fastq,c-200_S200_L001_R2_001.fastq.gz,run3,0,
244_2016a,1042_2016a_1,1042,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,244,c-201_S201_L001_R1_001.fastq,c-201_S201_L001_R1_001.fastq,c-201_S201_L001_R2_001.fastq.gz,run3,7243,
245_2016a,1042_2016a,1043,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,245,c-202_S202_L001_R1_001.fastq,c-202_S202_L001_R1_001.fastq,c-202_S202_L001_R2_001.fastq.gz,run3,1418,
246_2016a,1043_2016a_1,1043,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,246,c-203_S203_L001_R1_001.fastq,c-203_S203_L001_R1_001.fastq,c-203_S203_L001_R2_001.fastq.gz,run3,9587,
247_2016a,1043_2016a,1043,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,247,c-204_S204_L001_R1_001.fastq,c-204_S204_L001_R1_001.fastq,c-204_S204_L001_R2_001.fastq.gz,run3,0,
248_2016a,1044_2016a_1,1044,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,248,c-205_S205_L001_R1_001.fastq,c-205_S205_L001_R1_001.fastq,c-205_S205_L001_R2_001.fastq.gz,run3,4220,
249_2016a,1044_2016a,1044,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,249,c-206_S206_L001_R1_001.fastq,c-206_S206_L001_R1_001.fastq,c-206_S206_L001_R2_001.fastq.gz,run3,1034,
250_2016a,1045_2016a_1,1045,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,250,c-207_S207_L001_R1_001.fastq,c-207_S207_L001_R1_001.fastq,c-207_S207_L001_R2_001.fastq.gz,run3,243,
251_2016a,1045_2016a,1045,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,251,c-208_S208_L001_R1_001.fastq,c-208_S208_L001_R1_001.fastq,c-208_S208_L001_R2_001.fastq.gz,run3,332,
252_2016a,1046_2016a_1,1046,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,252,c-209_S209_L001_R1_001.fastq,c-209_S209_L001_R1_001.fastq,c-209_S209_L001_R2_001.fastq.gz,run3,10887,
NA_2016a,1046_2016a,1046b_x,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,NA,c-210_S210_L001_R1_001.fastq,c-210_S210_L001_R1_001.fastq,c-210_S210_L001_R2_001.fastq.gz,run3,376,
254_2016a,1047_2016a_1,1047,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,254,c-211_S211_L001_R1_001.fastq,c-211_S211_L001_R1_001.fastq,c-211_S211_L001_R2_001.fastq.gz,run3,19284,
255_2016a,1047_2016a,1047,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,255,c-212_S212_L001_R1_001.fastq,c-212_S212_L001_R1_001.fastq,c-212_S212_L001_R2_001.fastq.gz,run3,0,
257_2016a,1048_2016a_1,1048,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,257,c-213_S213_L001_R1_001.fastq,c-213_S213_L001_R1_001.fastq,c-213_S213_L001_R2_001.fastq.gz,run3,752,
258_2016a,1048_2016a,1048,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016a,258,c-214_S214_L001_R1_001.fastq,c-214_S214_L001_R1_001.fastq,c-214_S214_L001_R2_001.fastq.gz,run3,965,
33_2016b,790_2016b,790b,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016b,33,c-243_S243_L001_R1_001.fastq,c-243_S243_L001_R1_001.fastq,c-243_S243_L001_R2_001.fastq.gz,run3,1094,
35_2016b,818_2016b,818_1350,cnidaria,anthozoa,scleractinia,poritidae,Porites,lobata,5,leeward,0,Very Low,Porites lobata,2016b,35,c-245_S245_L001_R1_001.fastq,c-245_S245_L001_R1_001.fastq,c-245_S245_L001_R2_001.fastq.gz,run3,695,
