"","Unique_ID","sample_name","coral_tag","host_phylum","host_class","host_order","host_family","host_genus","host_species","Site","windward_leeward","Disturbance","Disturbance_cat","Species","expedition","tube_number","fastq_file_name","notes","fastq_fwd_file_name","fastq_rev_file_name","Sequencing_run","Sequence_count","X","ASV2","ASV4","ASV6","ASV7","ASV9","ASV10","ASV14","ASV15","ASV16","ASV17","ASV19","ASV22","ASV25","ASV26","ASV27","ASV28","ASV32","ASV39","ASV41","ASV42","ASV44","ASV45","ASV46","ASV49","ASV56","ASV59","ASV60","ASV67","ASV69","ASV70","ASV76","ASV77","ASV79","ASV80","ASV81","ASV82","ASV89","ASV90","ASV91","ASV93","ASV94","ASV97","ASV106","ASV110","ASV115","ASV116","ASV126","ASV127","ASV132","ASV138","ASV140","ASV141","ASV142","ASV143","ASV145","ASV153","ASV156","ASV165","ASV166","ASV174","ASV196","ASV205","ASV206","ASV216","ASV218","ASV224","ASV225","ASV242","ASV253","ASV260","ASV263","ASV271","ASV272","ASV275","ASV305","ASV308","ASV312","ASV318","ASV322","ASV324","ASV332","ASV346","ASV361","ASV371","ASV384","ASV385","ASV414","ASV416","ASV417","ASV422","ASV438","ASV439","ASV448","ASV450","ASV462","ASV465","ASV471","ASV481","ASV495","ASV501","ASV515","ASV516","ASV517","ASV533","ASV549","ASV552","ASV556","ASV557","ASV580","ASV582","ASV601","ASV634","ASV655","ASV672","ASV680","ASV689","ASV693","ASV712","ASV713","ASV721","ASV728","ASV741","ASV748","ASV756","ASV778","ASV796","ASV806","ASV827","ASV830","ASV860","ASV875","ASV884","ASV899","ASV948","ASV949","ASV965","ASV969","ASV986","ASV1033","ASV1051","ASV1107","ASV1145","ASV1157","ASV1162","ASV1166","ASV1187","ASV1207","ASV1226","ASV1243","ASV1254","ASV1272","ASV1294","ASV1304","ASV1362","ASV1396","ASV1442","ASV1462","ASV1473","ASV1486","ASV1503","ASV1518","ASV1533","ASV1537","ASV1567","ASV1592","ASV1596","ASV1623","ASV1628","ASV1669","ASV1674","ASV1695","ASV1712","ASV1715","ASV1732","ASV1752","ASV1757","ASV1760","ASV1780","ASV1810","ASV1916","ASV1918","ASV1923","ASV1952","ASV1971","ASV1975","ASV2000","ASV2012","ASV2030","ASV2079","ASV2085","ASV2095","ASV2340","ASV2349","ASV2369","ASV2444","ASV2484","ASV2557","ASV2567","ASV2720","ASV2739","ASV2743","ASV2783","ASV2974","ASV3149","ASV3227","ASV3319","ASV3336"
"17-194_S312_L001","194_2017_1","194_2017_1","1182","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","30","leeward",5085.684783,"Very High","Porites lobata","2017","194","17-194_S312_L001_R1_001.fastq","NewRun","17-194_S312_L001_R1_001.fastq","17-194_S312_L001_R2_001.fastq.gz","Shedd_2021",5438,"Added",0,30,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17-195_S320_L001","195_2017_1","195_2017_1","1183_1453","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","30","leeward",5085.684783,"Very High","Porites lobata","2017","195","17-195_S320_L001_R1_001.fastq","NewRun","17-195_S320_L001_R1_001.fastq","17-195_S320_L001_R2_001.fastq.gz","Shedd_2021",8202,"Added",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17-223-2-15c-128-2_S351_L001","223_2017_2","223_2017_2","314c_1088","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","34","leeward",1212.82819,"Medium","Porites lobata","2017","223","17-223-2-15c-128-2_S351_L001_R1_001.fastq","NewRun","17-223-2-15c-128-2_S351_L001_R1_001.fastq","17-223-2-15c-128-2_S351_L001_R2_001.fastq.gz","Shedd_2021",6323,"Added",0,21,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17-318-2_S359_L001","318_2017_2","318_2017_2","627","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","15","windward",0,"Very Low","Porites lobata","2017","318","17-318-2_S359_L001_R1_001.fastq","NewRun","17-318-2_S359_L001_R1_001.fastq","17-318-2_S359_L001_R2_001.fastq.gz","Shedd_2021",6505,"Added",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17-325_S336_L001","325_2017_1","325_2017_1","1234","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","15","windward",0,"Very Low","Porites lobata","2017","325","17-325_S336_L001_R1_001.fastq","NewRun","17-325_S336_L001_R1_001.fastq","17-325_S336_L001_R2_001.fastq.gz","Shedd_2021",10188,"Added",0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17-330_S344_L001","330_2017_1","330_2017_1","1239","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","15","windward",0,"Very Low","Porites lobata","2017","330","17-330_S344_L001_R1_001.fastq","NewRun","17-330_S344_L001_R1_001.fastq","17-330_S344_L001_R2_001.fastq.gz","Shedd_2021",7724,"Added",0,0,41,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17-5-2_S367_L001","5_2017_2","5_2017_2","1_1425","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","35","leeward",1212.82819,"Medium","Porites lobata","2017","5","17-5-2_S367_L001_R1_001.fastq","NewRun","17-5-2_S367_L001_R1_001.fastq","17-5-2_S367_L001_R2_001.fastq.gz","Shedd_2021",5754,"Added",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170-2019_S272_L001","170_2019","170_2019","831","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2019","170","170-2019_S272_L001_R1_001.fastq",NA,"170-2019_S272_L001_R1_001.fastq","170-2019_S272_L001_R2_001.fastq.gz","Starko_Shedd",23016,"",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170_S170_L001","453_2014","453_2014","453","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","27","leeward",7275.908365,"Very High","Porites lobata","2014","453","170_S170_L001_R1_001.fastq",NA,"170_S170_L001_R1_001.fastq","170_S170_L001_R2_001.fastq.gz","run2",5991,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172_S172_L001","467_2014","467_2014","467","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","27","leeward",7275.908365,"Very High","Porites lobata","2014","467","172_S172_L001_R1_001.fastq",NA,"172_S172_L001_R1_001.fastq","172_S172_L001_R2_001.fastq.gz","run2",16699,"",0,0,0,7156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173-2019_S273_L001","173_2019","173_2019","834_947_1437","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2019","173","173-2019_S273_L001_R1_001.fastq",NA,"173-2019_S273_L001_R1_001.fastq","173-2019_S273_L001_R2_001.fastq.gz","Starko_Shedd",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174_S174_L001_run4","174_2017","1082_2017","1082_1430","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","30","leeward",5085.684783,"Very High","Porites lobata","2017","174","174_S174_L001_run4_R1_001.fastq",NA,"174_S174_L001_run4_R1_001.fastq","174_S174_L001_run4_R2_001.fastq.gz","run4",1371,"",0,11017,0,0,0,0,0,15238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175-2018_S124_L001","175_2018","175_2018","818_1350","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","5","leeward",0,"Very Low","Porites lobata","2018","175","175-2018_S124_L001_R1_001.fastq",NA,"175-2018_S124_L001_R1_001.fastq","175-2018_S124_L001_R2_001.fastq.gz","Starko_Shedd",16069,"",145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175_S175_L001","474_2014","474_2014","474","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","27","leeward",7275.908365,"Very High","Porites lobata","2014","474","175_S175_L001_R1_001.fastq",NA,"175_S175_L001_R1_001.fastq","175_S175_L001_R2_001.fastq.gz","run2",28103,"",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175_S175_L001_run4","175_2017","151_1166_2017","1166","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","30","leeward",5085.684783,"Very High","Porites lobata","2017","175","175_S175_L001_run4_R1_001.fastq",NA,"175_S175_L001_run4_R1_001.fastq","175_S175_L001_run4_R2_001.fastq.gz","run4",846,"",0,0,10971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176-2019_S275_L001","176_2019","176_2019","1194","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","34","leeward",1212.82819,"Medium","Porites lobata","2019","176","176-2019_S275_L001_R1_001.fastq",NA,"176-2019_S275_L001_R1_001.fastq","176-2019_S275_L001_R2_001.fastq.gz","Starko_Shedd",37375,"",0,45,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176_S176_L001","476_2014","476_2014","476","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","27","leeward",7275.908365,"Very High","Porites lobata","2014","476","176_S176_L001_R1_001.fastq",NA,"176_S176_L001_R1_001.fastq","176_S176_L001_R2_001.fastq.gz","run2",29658,"",0,0,0,0,0,0,0,0,3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177-15C_S7_L001","177_2015c","230_2015c","230","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","3","windward",808.5521265,"Low","Porites lobata","2015c","177","177-15C_S7_L001_R1_001.fastq",NA,"177-15C_S7_L001_R1_001.fastq","177-15C_S7_L001_R2_001.fastq.gz","Bleaching3_run",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177-2019_S276_L001","177_2019","177_2019","842_1090","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","34","leeward",1212.82819,"Medium","Porites lobata","2019","177","177-2019_S276_L001_R1_001.fastq",NA,"177-2019_S276_L001_R1_001.fastq","177-2019_S276_L001_R2_001.fastq.gz","Starko_Shedd",31819,"",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178-16A_S279_L001","178_2016a","993_2016a","993","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","40","leeward",2425.276063,"High","Porites lobata","2016a","178","178-16A_S279_L001_R1_001.fastq",NA,"178-16A_S279_L001_R1_001.fastq","178-16A_S279_L001_R2_001.fastq.gz","Bleaching3_run",13536,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178_S177_L001","1_2015a - Pre","1_2015a_1","1_1425","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","35","leeward",1212.82819,"Medium","Porites lobata","2015a - Pre","1","178_S177_L001_R1_001.fastq",NA,"178_S177_L001_R1_001.fastq","178_S177_L001_R2_001.fastq.gz","run2",16482,"",0,0,0,0,0,0,7680,0,0,0,0,0,0,0,0,0,0,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179-16A_S287_L001","179_2016a","994_2016a","994","cnidaria","anthozoa","scleractinia","poritidae","Porites","lobata","40","leeward",2425.276063,"High","Porites lobata","2016a","179","179-16A_S287_L001_R1_001.fastq",NA,"179-16A_S287_L001_R1_001.fastq","179-16A_S287_L001_R2_001.fastq.gz","Bleaching3_run",13379,"",79,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
